student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S04516,I041,backend excel social_media sql,communication design excel seo,7.06,5000.0,GEN,M,0,1,1
S04911,I047,ml presentation,cad_modelling design manufacturing,8.33,5000.0,GEN,F,0,0,0
S00572,I021,analysis communication ml presentation social_media,autocad cad_modelling design manufacturing,6.95,5000.0,OBC,M,0,0,0
S03400,I039,design excel python sql surveying,excel sql,6.41,5000.0,ST,M,1,1,0
S02189,I042,analysis design manufacturing,communication excel presentation,4.8,5000.0,OBC,M,0,0,0
S02446,I010,design excel python social_media surveying,presentation sql,8.03,5000.0,GEN,F,1,0,0
S05407,I005,excel financial_modeling sql,analysis construction_management design,7.6,5000.0,GEN,M,0,0,0
S04413,I050,autocad communication design excel networking,frontend ml networking,7.41,5000.0,GEN,F,0,0,0
S04452,I054,analysis ml sql writing,backend frontend networking sql,6.77,5000.0,SC,M,0,0,0
S01546,I034,analysis excel presentation,design manufacturing python,6.12,5000.0,OBC,M,0,0,0
S03138,I029,backend construction_management java seo,communication design,7.64,5000.0,GEN,F,1,0,0
S00358,I013,communication frontend manufacturing pcb_design,analysis construction_management design surveying,5.87,5000.0,GEN,M,0,0,0
S03124,I006,manufacturing presentation,analysis cad_modelling design manufacturing,6.89,5000.0,OBC,M,0,0,0
S05342,I058,cloud seo,cloud sql,6.61,5000.0,GEN,M,0,0,0
S00304,I010,autocad cloud seo,presentation sql,6.09,5000.0,GEN,F,0,1,0
S02720,I012,design java presentation seo social_media,excel seo writing,6.72,5000.0,OBC,F,1,0,0
S03607,I012,analysis cloud excel presentation,excel seo writing,5.41,5000.0,GEN,M,0,1,0
S00126,I042,analysis construction_management design,communication excel presentation,8.05,5000.0,SC,F,1,0,0
S05364,I030,backend presentation python seo,cloud java python sql,6.13,5000.0,OBC,F,1,0,0
S02172,I057,analysis cad_modelling cloud financial_modeling manufacturing,backend cloud ml sql,6.85,5000.0,ST,M,1,1,1
S05324,I036,cloud java pcb_design python,frontend python,5.66,5000.0,OBC,M,0,1,1
S05525,I023,communication design financial_modeling,frontend java ml sql,7.37,5000.0,SC,F,1,0,0
S02595,I053,presentation social_media,backend cloud sql,6.72,5000.0,OBC,M,0,0,0
S03998,I062,manufacturing sql,analysis communication excel,7.87,5000.0,OBC,M,0,0,0
S00561,I032,cloud java ml pcb_design,autocad construction_management design surveying,6.32,5000.0,SC,M,1,0,0
S02355,I048,construction_management financial_modeling,java ml,6.52,5000.0,SC,F,0,0,0
S03556,I009,analysis cad_modelling design java,autocad design,6.41,5000.0,GEN,M,0,0,0
S05767,I028,analysis financial_modeling presentation,analysis cad_modelling design,4.84,5000.0,GEN,F,0,0,0
S05686,I010,analysis backend networking presentation sql,presentation sql,7.83,5000.0,SC,M,1,1,1
S02658,I043,financial_modeling frontend,communication presentation seo writing,6.96,5000.0,GEN,M,1,0,0
S03071,I062,analysis ml networking seo sql,analysis communication excel,7.11,5000.0,GEN,M,1,0,0
S03376,I026,financial_modeling pcb_design sql,design networking pcb_design,7.39,5000.0,OBC,M,0,0,0
S01393,I018,communication financial_modeling,backend java python,7.5,5000.0,GEN,M,0,1,0
S03134,I061,analysis excel financial_modeling networking,communication ml writing,5.33,5000.0,GEN,M,0,0,0
S04778,I028,backend design excel,analysis cad_modelling design,7.36,5000.0,ST,F,1,1,0
S02081,I011,presentation seo writing,analysis communication,6.43,5000.0,GEN,F,0,0,0
S03812,I017,cad_modelling communication frontend seo,analysis presentation,6.23,5000.0,GEN,M,1,0,0
S01295,I048,communication design presentation python,java ml,7.68,5000.0,GEN,M,0,1,0
S04814,I051,communication presentation writing,ml networking python,8.45,5000.0,GEN,M,0,1,0
S05656,I028,autocad manufacturing social_media,analysis cad_modelling design,8.05,5000.0,GEN,F,0,1,0
S01632,I013,backend frontend ml,analysis construction_management design surveying,4.87,5000.0,GEN,F,0,0,0
S00874,I033,ml pcb_design,analysis design python,6.04,5000.0,SC,M,1,0,0
S04709,I038,analysis autocad java presentation sql,analysis sql,6.08,5000.0,GEN,M,0,1,0
S00180,I047,autocad design,cad_modelling design manufacturing,6.44,5000.0,GEN,F,0,0,0
S02249,I002,construction_management presentation surveying,analysis autocad,4.92,5000.0,OBC,F,0,1,0
S00402,I063,excel financial_modeling manufacturing sql,analysis ml presentation python,6.63,5000.0,SC,F,0,0,0
S02345,I052,communication ml seo,cloud frontend ml,7.99,5000.0,GEN,M,0,0,0
S02887,I047,analysis presentation sql surveying,cad_modelling design manufacturing,5.93,5000.0,OBC,M,0,1,1
S02054,I036,analysis manufacturing social_media,frontend python,5.89,5000.0,GEN,M,0,0,0
S05401,I064,analysis design manufacturing,analysis ml python sql,5.84,5000.0,SC,M,1,0,0
S00796,I037,autocad cloud construction_management excel networking,backend cloud networking python,8.56,5000.0,GEN,F,0,0,0
S02531,I033,analysis seo surveying writing,analysis design python,7.86,5000.0,GEN,M,0,0,0
S02989,I005,analysis autocad cad_modelling design financial_modeling,analysis construction_management design,7.08,5000.0,GEN,M,0,0,0
S02418,I001,analysis design excel java social_media,autocad cad_modelling design manufacturing,6.57,5000.0,GEN,M,0,0,0
S01645,I028,communication excel social_media,analysis cad_modelling design,7.69,5000.0,OBC,M,0,1,0
S02998,I063,analysis java,analysis ml presentation python,8.23,5000.0,OBC,M,1,0,0
S01348,I028,presentation writing,analysis cad_modelling design,6.45,5000.0,GEN,M,0,0,0
S03948,I037,frontend pcb_design presentation python sql,backend cloud networking python,7.4,5000.0,OBC,M,1,0,0
S02775,I016,excel presentation surveying,manufacturing python,5.73,5000.0,OBC,M,1,0,0
S00617,I013,analysis excel python social_media sql,analysis construction_management design surveying,7.77,5000.0,GEN,F,1,1,0
S05541,I040,frontend java ml networking pcb_design,design social_media writing,7.48,5000.0,GEN,F,0,0,0
S04566,I030,analysis design,cloud java python sql,8.79,5000.0,GEN,F,0,0,0
S00115,I045,communication excel seo social_media surveying,analysis communication excel,7.47,5000.0,GEN,M,0,1,1
S03020,I067,analysis financial_modeling java,communication ml sql writing,8.67,5000.0,GEN,M,1,0,0
S04789,I011,communication excel presentation,analysis communication,4.35,5000.0,GEN,M,0,1,0
S03044,I069,cad_modelling financial_modeling frontend ml networking,analysis excel ml presentation,7.02,5000.0,GEN,F,1,1,0
S00206,I041,cad_modelling cloud design,communication design excel seo,5.59,5000.0,GEN,F,0,0,0
S02688,I053,autocad networking presentation surveying,backend cloud sql,7.72,5000.0,GEN,M,1,0,0
S00518,I015,java ml,communication excel presentation,7.51,5000.0,GEN,M,0,0,0
S05744,I014,backend cloud frontend sql writing,backend frontend python,7.15,5000.0,GEN,M,0,1,0
S01146,I003,ml python,ml networking python sql,6.81,5000.0,GEN,M,0,1,1
S04036,I006,analysis cloud communication python social_media,analysis cad_modelling design manufacturing,6.09,5000.0,OBC,M,1,1,0
S04404,I055,communication excel financial_modeling social_media,backend cloud ml python,6.69,5000.0,OBC,F,1,1,0
S05493,I036,excel financial_modeling,frontend python,6.33,5000.0,GEN,O,0,0,0
S04426,I033,communication excel python writing,analysis design python,6.0,5000.0,GEN,M,0,0,0
S01266,I013,java seo surveying,analysis construction_management design surveying,8.01,5000.0,OBC,F,1,0,0
S04009,I060,communication presentation sql,analysis design pcb_design python,6.93,5000.0,GEN,M,0,0,0
S02292,I019,design excel writing,analysis autocad construction_management surveying,6.86,5000.0,GEN,F,1,1,0
S03633,I049,autocad communication python sql writing,design presentation seo writing,7.51,5000.0,GEN,F,0,0,0
S02972,I011,design seo social_media,analysis communication,7.42,5000.0,SC,M,0,1,0
S04461,I052,communication sql,cloud frontend ml,7.5,5000.0,OBC,M,0,0,0
S00497,I016,autocad cad_modelling construction_management excel seo,manufacturing python,6.45,5000.0,ST,M,1,0,0
S01001,I017,construction_management surveying,analysis presentation,7.98,5000.0,GEN,M,0,0,0
S00751,I013,analysis excel financial_modeling manufacturing,analysis construction_management design surveying,6.97,5000.0,OBC,F,0,0,0
S04892,I049,communication writing,design presentation seo writing,8.41,5000.0,GEN,F,0,0,0
S02733,I018,analysis manufacturing networking pcb_design writing,backend java python,6.19,5000.0,OBC,F,1,1,1
S04626,I052,analysis excel sql,cloud frontend ml,8.12,5000.0,OBC,M,0,1,0
S04541,I033,analysis cloud design excel,analysis design python,8.04,5000.0,OBC,M,0,1,1
S01909,I050,analysis sql surveying,frontend ml networking,7.86,5000.0,GEN,F,1,0,0
S04883,I062,excel ml surveying,analysis communication excel,6.92,5000.0,GEN,F,0,1,0
S01186,I002,autocad cloud design sql,analysis autocad,8.45,5000.0,OBC,M,0,0,0
S01430,I062,ml sql surveying,analysis communication excel,7.61,5000.0,GEN,F,0,1,0
S01080,I057,autocad presentation sql writing,backend cloud ml sql,6.63,5000.0,GEN,M,1,1,0
S01950,I030,communication networking presentation writing,cloud java python sql,8.9,5000.0,GEN,F,0,0,0
S02174,I046,communication ml,backend cloud frontend,6.8,5000.0,ST,F,1,1,0
S04310,I034,analysis design,design manufacturing python,7.65,5000.0,GEN,M,0,1,1
S03673,I043,backend design,communication presentation seo writing,5.78,5000.0,OBC,M,0,0,0
S00894,I066,communication frontend seo social_media writing,communication sql writing,6.73,5000.0,OBC,O,0,1,0
S05039,I054,analysis cad_modelling design financial_modeling manufacturing,backend frontend networking sql,8.43,5000.0,GEN,F,0,1,0
S05398,I056,cad_modelling design manufacturing python,ml networking python,5.35,5000.0,OBC,F,1,0,0
S00256,I036,analysis seo,frontend python,7.72,5000.0,OBC,F,0,1,0
S03291,I018,analysis java presentation,backend java python,7.16,5000.0,SC,M,1,0,0
S05836,I010,frontend java networking seo writing,presentation sql,8.31,5000.0,GEN,F,0,0,0
S00662,I020,autocad backend java networking python,excel financial_modeling presentation,8.38,5000.0,GEN,M,1,0,0
S01034,I002,construction_management surveying,analysis autocad,7.51,5000.0,OBC,F,1,0,0
S04493,I043,communication excel sql surveying,communication presentation seo writing,6.11,5000.0,GEN,M,1,0,0
S04894,I049,analysis autocad writing,design presentation seo writing,8.25,5000.0,GEN,F,0,0,0
S04960,I002,analysis manufacturing seo sql,analysis autocad,6.2,5000.0,ST,F,1,0,0
S00938,I010,communication presentation,presentation sql,6.6,5000.0,GEN,F,0,0,0
S04517,I050,sql writing,frontend ml networking,6.84,5000.0,GEN,M,0,0,0
S03700,I013,analysis autocad construction_management,analysis construction_management design surveying,8.11,5000.0,GEN,M,0,0,0
S03716,I032,backend design presentation python surveying,autocad construction_management design surveying,7.1,5000.0,GEN,M,0,1,0
S02561,I042,cloud excel java manufacturing sql,communication excel presentation,5.18,5000.0,GEN,F,0,0,0
S03067,I047,backend excel manufacturing presentation sql,cad_modelling design manufacturing,7.96,5000.0,OBC,M,0,0,0
S03886,I018,cad_modelling design manufacturing pcb_design,backend java python,10.0,5000.0,OBC,F,1,1,0
S00764,I029,communication construction_management excel seo,communication design,8.49,5000.0,GEN,F,0,1,0
S03053,I052,analysis autocad surveying,cloud frontend ml,5.11,5000.0,GEN,M,1,0,0
S04805,I039,communication excel ml sql,excel sql,6.56,5000.0,GEN,M,0,0,0
S05489,I050,communication ml writing,frontend ml networking,6.7,5000.0,GEN,M,0,1,0
S05451,I015,autocad cad_modelling,communication excel presentation,7.5,5000.0,OBC,F,0,0,0
S05907,I003,autocad java sql,ml networking python sql,7.01,5000.0,GEN,F,0,1,1
S02560,I004,analysis writing,autocad construction_management design surveying,7.77,5000.0,GEN,M,0,0,0
S01743,I040,autocad cloud sql surveying writing,design social_media writing,5.05,5000.0,ST,M,0,1,0
S00887,I054,analysis financial_modeling,backend frontend networking sql,7.77,5000.0,OBC,M,0,0,0
S00942,I008,financial_modeling sql,design manufacturing networking python,8.41,5000.0,OBC,F,0,0,0
S03516,I040,cloud financial_modeling frontend python sql,design social_media writing,6.64,5000.0,GEN,M,0,0,0
S05094,I051,analysis autocad excel manufacturing,ml networking python,5.54,5000.0,GEN,M,0,0,0
S00216,I057,excel social_media,backend cloud ml sql,7.4,5000.0,GEN,F,0,0,0
S05681,I056,cloud frontend social_media sql,ml networking python,7.87,5000.0,GEN,M,0,1,1
S05757,I046,backend cloud java ml,backend cloud frontend,6.33,5000.0,GEN,M,1,0,0
S02876,I030,communication financial_modeling social_media writing,cloud java python sql,6.29,5000.0,SC,F,1,1,0
S04640,I043,ml presentation seo,communication presentation seo writing,6.57,5000.0,OBC,F,0,0,0
S05187,I061,communication excel financial_modeling,communication ml writing,7.29,5000.0,GEN,F,1,0,0
S04346,I049,cad_modelling writing,design presentation seo writing,5.8,5000.0,GEN,M,0,1,0
S02793,I051,backend ml presentation seo social_media,ml networking python,7.08,5000.0,GEN,F,0,1,0
S02658,I040,financial_modeling frontend,design social_media writing,6.96,5000.0,GEN,M,1,0,0
S00696,I016,backend java ml presentation,manufacturing python,6.34,5000.0,GEN,M,0,0,0
S05062,I003,autocad backend frontend java seo,ml networking python sql,5.74,5000.0,GEN,M,0,1,1
S03630,I051,communication pcb_design python writing,ml networking python,4.38,5000.0,GEN,F,1,0,0
S03622,I068,cad_modelling excel java presentation,analysis communication,6.77,5000.0,GEN,F,1,0,0
S04198,I065,excel surveying,communication presentation sql writing,8.77,5000.0,OBC,F,0,1,0
S02321,I058,autocad cad_modelling manufacturing pcb_design surveying,cloud sql,6.39,5000.0,GEN,F,0,0,0
S04317,I027,analysis ml writing,analysis autocad construction_management,7.3,5000.0,SC,F,1,0,0
S03238,I010,communication excel financial_modeling ml pcb_design,presentation sql,6.81,5000.0,ST,M,1,0,0
S01675,I006,analysis excel presentation sql,analysis cad_modelling design manufacturing,6.47,5000.0,GEN,F,0,1,1
S01125,I052,design writing,cloud frontend ml,6.37,5000.0,GEN,F,1,0,0
S00983,I006,design java sql,analysis cad_modelling design manufacturing,7.74,5000.0,OBC,F,1,1,0
S01440,I055,analysis design excel presentation seo,backend cloud ml python,7.43,5000.0,OBC,F,1,1,0
S01886,I027,presentation python,analysis autocad construction_management,8.59,5000.0,GEN,M,0,0,0
S02902,I047,analysis cloud ml sql,cad_modelling design manufacturing,7.45,5000.0,SC,F,1,1,0
S00347,I017,analysis cad_modelling,analysis presentation,8.04,5000.0,GEN,F,1,1,0
S00638,I056,presentation python sql,ml networking python,6.92,5000.0,SC,F,0,0,0
S04698,I069,communication presentation writing,analysis excel ml presentation,5.75,5000.0,GEN,M,1,0,0
S02372,I033,construction_management ml pcb_design python seo,analysis design python,4.15,5000.0,GEN,M,1,1,1
S02661,I039,autocad construction_management manufacturing python surveying,excel sql,7.08,5000.0,GEN,M,1,1,0
S03770,I068,autocad cad_modelling,analysis communication,7.78,5000.0,GEN,F,0,0,0
S00722,I054,analysis communication design,backend frontend networking sql,7.42,5000.0,GEN,M,1,0,0
S03570,I053,autocad presentation,backend cloud sql,5.59,5000.0,GEN,M,1,0,0
S03243,I017,communication seo,analysis presentation,5.23,5000.0,GEN,M,0,0,0
S01816,I021,excel ml writing,autocad cad_modelling design manufacturing,6.01,5000.0,GEN,M,1,0,0
S04182,I023,ml presentation,frontend java ml sql,7.65,5000.0,ST,O,1,0,0
S01589,I050,pcb_design sql,frontend ml networking,6.88,5000.0,GEN,M,0,0,0
S05959,I016,analysis communication financial_modeling,manufacturing python,6.84,5000.0,GEN,M,0,0,0
S01210,I061,analysis excel ml,communication ml writing,8.55,5000.0,OBC,M,1,1,1
S01617,I065,backend ml,communication presentation sql writing,7.41,5000.0,GEN,M,1,1,1
S05370,I012,backend design manufacturing social_media sql,excel seo writing,7.41,5000.0,ST,M,0,1,0
S05145,I069,analysis excel networking python writing,analysis excel ml presentation,6.51,5000.0,OBC,F,0,0,0
S04748,I042,communication ml python,communication excel presentation,5.97,5000.0,GEN,F,0,0,0
S04625,I017,communication networking sql writing,analysis presentation,6.65,5000.0,GEN,F,0,0,0
S02648,I014,java manufacturing python writing,backend frontend python,7.24,5000.0,GEN,F,1,0,0
S01237,I055,analysis autocad,backend cloud ml python,4.79,5000.0,OBC,F,1,0,0
S05173,I068,excel seo,analysis communication,6.78,5000.0,GEN,O,1,0,0
